"","X","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
"312",312,2023,"SE","FT","Compliance Specialist",185000,"USD",185000,"US",0,"US","L"
"313",313,2023,"SE","FT","Compliance Specialist",91800,"USD",91800,"US",0,"US","L"
"314",314,2023,"SE","FT","Security Engineer",205000,"USD",205000,"US",0,"US","M"
"315",315,2023,"SE","FT","Security Engineer",167500,"USD",167500,"US",0,"US","M"
"316",316,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"317",317,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"318",318,2023,"SE","FT","Security Consultant",145000,"USD",145000,"US",0,"US","M"
"319",319,2023,"SE","FT","Security Consultant",125000,"USD",125000,"US",0,"US","M"
"320",320,2023,"SE","FT","Security Engineer",283780,"USD",283780,"US",0,"US","M"
"321",321,2023,"SE","FT","Security Engineer",218540,"USD",218540,"US",0,"US","M"
"322",322,2023,"SE","FT","Security Software Engineer",247600,"USD",247600,"US",0,"US","L"
"323",323,2023,"SE","FT","Security Software Engineer",136000,"USD",136000,"US",0,"US","L"
"324",324,2023,"SE","FT","Security Engineer",300000,"USD",300000,"US",0,"US","M"
"325",325,2023,"SE","FT","Security Engineer",130000,"USD",130000,"US",0,"US","M"
"326",326,2023,"EX","FT","Information Security Officer",350000,"USD",350000,"US",0,"US","M"
"327",327,2023,"EX","FT","Information Security Officer",200000,"USD",200000,"US",0,"US","M"
"328",328,2023,"SE","FT","DevSecOps Engineer",214500,"USD",214500,"US",0,"US","M"
"329",329,2023,"SE","FT","DevSecOps Engineer",150000,"USD",150000,"US",0,"US","M"
"330",330,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"331",331,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"332",332,2023,"SE","FT","Security Engineer",160000,"USD",160000,"US",100,"US","M"
"333",333,2023,"SE","FT","Security Engineer",130000,"USD",130000,"US",100,"US","M"
"334",334,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"335",335,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"336",336,2023,"SE","FT","Security Engineer",180000,"USD",180000,"US",0,"US","M"
"337",337,2023,"SE","FT","Security Engineer",92960,"USD",92960,"US",0,"US","M"
"338",338,2023,"SE","FT","Professional Services Consultant",189200,"USD",189200,"US",0,"US","M"
"339",339,2023,"SE","FT","Professional Services Consultant",137600,"USD",137600,"US",0,"US","M"
"340",340,2023,"SE","FT","Security Engineer",175000,"USD",175000,"US",0,"US","M"
"341",341,2023,"SE","FT","Security Engineer",90000,"USD",90000,"US",0,"US","M"
"342",342,2023,"SE","FT","Security Engineer",300000,"USD",300000,"US",0,"US","M"
"343",343,2023,"SE","FT","Security Engineer",220000,"USD",220000,"US",0,"US","M"
"344",344,2023,"MI","FT","Compliance Manager",166000,"USD",166000,"US",0,"US","M"
"345",345,2023,"MI","FT","Compliance Manager",126000,"USD",126000,"US",0,"US","M"
"346",346,2023,"SE","FT","IAM Engineer",185000,"USD",185000,"US",0,"US","M"
"347",347,2023,"SE","FT","IAM Engineer",141000,"USD",141000,"US",0,"US","M"
"348",348,2023,"EX","FT","Head of Security",300000,"USD",300000,"CA",100,"CA","M"
"349",349,2023,"EX","FT","Head of Security",240000,"USD",240000,"CA",100,"CA","M"
"350",350,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"351",351,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"352",352,2023,"MI","FT","Compliance Analyst",115000,"USD",115000,"US",0,"US","M"
"353",353,2023,"MI","FT","Compliance Analyst",75000,"USD",75000,"US",0,"US","M"
"354",354,2023,"SE","FT","Security Engineer",155800,"USD",155800,"US",100,"US","M"
"355",355,2023,"SE","FT","Security Engineer",142127,"USD",142127,"US",100,"US","M"
"356",356,2023,"SE","FT","Security Engineer",258000,"USD",258000,"US",0,"US","M"
"357",357,2023,"SE","FT","Security Engineer",171000,"USD",171000,"US",0,"US","M"
"358",358,2023,"MI","FT","GRC Analyst",100000,"USD",100000,"US",0,"US","M"
"359",359,2023,"MI","FT","GRC Analyst",85000,"USD",85000,"US",0,"US","M"
"360",360,2023,"SE","FT","Security Engineer",148000,"USD",148000,"US",0,"US","M"
"361",361,2023,"SE","FT","Security Engineer",99000,"USD",99000,"US",0,"US","M"
"362",362,2023,"SE","FT","Information Security Consultant",90000,"GBP",110736,"GB",100,"GB","M"
"363",363,2023,"SE","FT","Information Security Consultant",70000,"GBP",86128,"GB",100,"GB","M"
"364",364,2023,"SE","FT","Security Engineer",225000,"USD",225000,"US",0,"US","M"
"365",365,2023,"SE","FT","Security Engineer",156400,"USD",156400,"US",0,"US","M"
"366",366,2023,"SE","FT","Cyber Security Specialist",115000,"USD",115000,"US",0,"US","M"
"367",367,2023,"SE","FT","Cyber Security Specialist",95000,"USD",95000,"US",0,"US","M"
"368",368,2023,"SE","FT","Security Architect",202606,"USD",202606,"US",100,"US","M"
"369",369,2023,"SE","FT","Security Architect",139634,"USD",139634,"US",100,"US","M"
"370",370,2023,"SE","FT","Security Engineer",170200,"USD",170200,"US",0,"US","M"
"371",371,2023,"SE","FT","Security Engineer",68400,"USD",68400,"US",0,"US","M"
"372",372,2023,"SE","FT","Security Engineer",294000,"USD",294000,"US",0,"US","M"
"373",373,2023,"SE","FT","Security Engineer",196000,"USD",196000,"US",0,"US","M"
"374",374,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"375",375,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"376",376,2023,"SE","FT","Security Engineer",315000,"USD",315000,"US",0,"US","M"
"377",377,2023,"SE","FT","Security Engineer",105000,"USD",105000,"US",0,"US","M"
"378",378,2023,"SE","FT","Security Engineer",148000,"USD",148000,"US",0,"US","M"
"379",379,2023,"SE","FT","Security Engineer",99000,"USD",99000,"US",0,"US","M"
"380",380,2023,"SE","FT","DevSecOps Engineer",160000,"USD",160000,"US",0,"US","M"
"381",381,2023,"SE","FT","DevSecOps Engineer",130000,"USD",130000,"US",0,"US","M"
"382",382,2023,"SE","FT","Security Engineer",181000,"USD",181000,"US",100,"US","M"
"383",383,2023,"SE","FT","Security Engineer",155000,"USD",155000,"US",100,"US","M"
"384",384,2023,"SE","FT","Security Analyst",115000,"USD",115000,"US",100,"US","M"
"385",385,2023,"SE","FT","Security Analyst",70000,"USD",70000,"US",100,"US","M"
"386",386,2023,"SE","FT","Security Engineer",190000,"USD",190000,"US",0,"US","M"
"387",387,2023,"SE","FT","Security Engineer",135000,"USD",135000,"US",0,"US","M"
"388",388,2023,"EX","FT","Security Engineer",225000,"USD",225000,"US",0,"US","M"
"389",389,2023,"EX","FT","Security Engineer",175000,"USD",175000,"US",0,"US","M"
"390",390,2023,"SE","FT","Security Engineer",297300,"USD",297300,"US",100,"US","M"
"391",391,2023,"SE","FT","Security Engineer",198200,"USD",198200,"US",100,"US","M"
"392",392,2023,"MI","FT","Security Researcher",132100,"USD",132100,"US",0,"US","M"
"393",393,2023,"MI","FT","Security Researcher",68400,"USD",68400,"US",0,"US","M"
"394",394,2023,"SE","FT","Security Engineer",257850,"USD",257850,"US",0,"US","M"
"395",395,2023,"SE","FT","Security Engineer",187500,"USD",187500,"US",0,"US","M"
"396",396,2023,"SE","FT","Security Engineer",178000,"USD",178000,"US",100,"US","M"
"397",397,2023,"SE","FT","Security Engineer",165000,"USD",165000,"US",100,"US","M"
"398",398,2023,"SE","FT","Security Engineer",300000,"USD",300000,"US",0,"US","M"
"399",399,2023,"SE","FT","Security Engineer",220000,"USD",220000,"US",0,"US","M"
"400",400,2023,"SE","FT","Security Analyst",130000,"USD",130000,"US",0,"US","M"
"401",401,2023,"SE","FT","Security Analyst",95000,"USD",95000,"US",0,"US","M"
"402",402,2023,"SE","FT","Security Software Engineer",175000,"USD",175000,"US",0,"US","M"
"403",403,2023,"SE","FT","Security Software Engineer",130000,"USD",130000,"US",0,"US","M"
"404",404,2023,"SE","FT","Security Researcher",235400,"USD",235400,"US",0,"US","M"
"405",405,2023,"SE","FT","Security Researcher",145500,"USD",145500,"US",0,"US","M"
"406",406,2023,"SE","FT","Security Software Engineer",230000,"USD",230000,"US",0,"US","M"
"407",407,2023,"SE","FT","Security Software Engineer",168000,"USD",168000,"US",0,"US","M"
"408",408,2023,"SE","FT","Security Analyst",175000,"USD",175000,"US",0,"US","M"
"409",409,2023,"SE","FT","Security Analyst",125000,"USD",125000,"US",0,"US","M"
"410",410,2023,"MI","FT","Security Engineer",80000,"GBP",98432,"GB",0,"GB","M"
"411",411,2023,"MI","FT","Security Engineer",65000,"GBP",79976,"GB",0,"GB","M"
"412",412,2023,"MI","FT","Security Engineer",80000,"GBP",98432,"GB",0,"GB","M"
"413",413,2023,"MI","FT","Security Engineer",65000,"GBP",79976,"GB",0,"GB","M"
"414",414,2023,"SE","FT","Security Architect",242075,"USD",242075,"US",100,"US","M"
"415",415,2023,"SE","FT","Security Architect",154700,"USD",154700,"US",100,"US","M"
"416",416,2023,"SE","FT","GRC Analyst",200000,"USD",200000,"US",0,"US","M"
"417",417,2023,"SE","FT","GRC Analyst",145000,"USD",145000,"US",0,"US","M"
"418",418,2023,"EX","FT","Chief Information Security Officer",65000,"EUR",70179,"AT",50,"AT","L"
"419",419,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"420",420,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"421",421,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"422",422,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"423",423,2023,"SE","FT","Security Software Engineer",313400,"USD",313400,"US",0,"US","M"
"424",424,2023,"SE","FT","Security Software Engineer",241340,"USD",241340,"US",0,"US","M"
"425",425,2023,"SE","FT","Security Engineer",313400,"USD",313400,"US",0,"US","M"
"426",426,2023,"SE","FT","Security Engineer",241340,"USD",241340,"US",0,"US","M"
"427",427,2023,"SE","FT","Security Engineer",131500,"USD",131500,"US",100,"US","M"
"428",428,2023,"SE","FT","Security Engineer",99000,"USD",99000,"US",100,"US","M"
"429",429,2023,"MI","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"430",430,2023,"MI","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"431",431,2023,"MI","FT","Penetration Tester",32000,"EUR",34549,"IT",50,"IT","S"
"432",432,2023,"SE","FT","Cyber Security Manager",164000,"USD",164000,"US",100,"US","L"
"433",433,2023,"SE","FT","Security Engineer",273780,"USD",273780,"US",0,"US","M"
"434",434,2023,"SE","FT","Security Engineer",156420,"USD",156420,"US",0,"US","M"
"435",435,2023,"SE","FT","Compliance Analyst",179170,"USD",179170,"US",0,"US","M"
"436",436,2023,"SE","FT","Compliance Analyst",94300,"USD",94300,"US",0,"US","M"
"437",437,2023,"SE","FT","Security Engineer",185000,"USD",185000,"US",100,"US","M"
"438",438,2023,"SE","FT","Security Engineer",175000,"USD",175000,"US",100,"US","M"
"439",439,2023,"MI","FT","Penetration Testing Engineer",212800,"USD",212800,"US",0,"US","L"
"440",440,2023,"MI","FT","Penetration Testing Engineer",111600,"USD",111600,"US",0,"US","L"
"441",441,2023,"SE","FT","IAM Engineer",165000,"USD",165000,"US",0,"US","M"
"442",442,2023,"SE","FT","IAM Engineer",115000,"USD",115000,"US",0,"US","M"
"443",443,2023,"MI","FT","Information Security Analyst",160000,"USD",160000,"US",0,"US","M"
"444",444,2023,"MI","FT","Information Security Analyst",120000,"USD",120000,"US",0,"US","M"
"445",445,2023,"SE","FT","Security Engineer",204490,"USD",204490,"US",100,"US","M"
"446",446,2023,"SE","FT","Security Engineer",148720,"USD",148720,"US",100,"US","M"
"447",447,2023,"SE","FT","Information Security Analyst",135000,"USD",135000,"US",0,"US","M"
"448",448,2023,"SE","FT","Information Security Analyst",120000,"USD",120000,"US",0,"US","M"
"449",449,2023,"SE","FT","Security Lead",165000,"USD",165000,"US",0,"US","M"
"450",450,2023,"SE","FT","Security Lead",125000,"USD",125000,"US",0,"US","M"
"451",451,2023,"MI","FT","Security Specialist",60000,"GBP",73824,"GB",0,"GB","M"
"452",452,2023,"MI","FT","Security Specialist",45000,"GBP",55368,"GB",0,"GB","M"
"453",453,2023,"EN","FT","Information Security Consultant",140000,"USD",140000,"US",0,"US","M"
"454",454,2023,"EN","FT","Information Security Consultant",70000,"USD",70000,"US",0,"US","M"
"455",455,2023,"SE","FT","Security Engineer",294400,"USD",294400,"US",100,"US","M"
"456",456,2023,"SE","FT","Security Engineer",156400,"USD",156400,"US",100,"US","M"
"457",457,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"458",458,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"459",459,2023,"EN","FT","Information Security Analyst",32000,"USD",32000,"CR",100,"US","L"
"460",460,2023,"SE","FT","IT Security Manager",100000,"GBP",123040,"GB",100,"GB","L"
"461",461,2023,"SE","FT","Security Engineer",315000,"USD",315000,"US",100,"US","M"
"462",462,2023,"SE","FT","Security Engineer",105000,"USD",105000,"US",100,"US","M"
"463",463,2023,"SE","FT","Security Software Engineer",255000,"USD",255000,"US",0,"US","M"
"464",464,2023,"SE","FT","Security Software Engineer",169000,"USD",169000,"US",0,"US","M"
"465",465,2023,"SE","FT","Security Analyst",285000,"USD",285000,"US",100,"US","M"
"466",466,2023,"SE","FT","Security Analyst",95000,"USD",95000,"US",100,"US","M"
"467",467,2023,"SE","FT","Security Engineer",350000,"USD",350000,"US",0,"US","M"
"468",468,2023,"SE","FT","Security Engineer",168000,"USD",168000,"US",0,"US","M"
"469",469,2023,"SE","FT","Security Compliance Manager",231000,"USD",231000,"US",0,"US","M"
"470",470,2023,"SE","FT","Security Compliance Manager",131000,"USD",131000,"US",0,"US","M"
"471",471,2023,"SE","FT","Security Engineer",130500,"USD",130500,"US",0,"US","M"
"472",472,2023,"SE","FT","Security Engineer",106500,"USD",106500,"US",0,"US","M"
"473",473,2023,"MI","FT","DevSecOps Engineer",150000,"USD",150000,"US",0,"US","M"
"474",474,2023,"MI","FT","DevSecOps Engineer",130000,"USD",130000,"US",0,"US","M"
"475",475,2023,"MI","FT","Information Systems Security Officer",140000,"USD",140000,"US",0,"US","M"
"476",476,2023,"MI","FT","Information Systems Security Officer",92000,"USD",92000,"US",0,"US","M"
"477",477,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"478",478,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"479",479,2023,"SE","FT","Security Engineer",170000,"USD",170000,"US",0,"US","M"
"480",480,2023,"SE","FT","Security Engineer",120000,"USD",120000,"US",0,"US","M"
"481",481,2023,"MI","FT","Security Analyst",145000,"USD",145000,"US",0,"US","M"
"482",482,2023,"MI","FT","Security Analyst",125000,"USD",125000,"US",0,"US","M"
"483",483,2023,"SE","FT","Security Engineer",220000,"USD",220000,"US",0,"US","M"
"484",484,2023,"SE","FT","Security Engineer",160000,"USD",160000,"US",0,"US","M"
"485",485,2023,"SE","FT","DevSecOps Engineer",160000,"USD",160000,"US",0,"US","M"
"486",486,2023,"SE","FT","DevSecOps Engineer",130000,"USD",130000,"US",0,"US","M"
"487",487,2023,"SE","FT","Security Engineer",220000,"USD",220000,"US",0,"US","M"
"488",488,2023,"SE","FT","Security Engineer",160000,"USD",160000,"US",0,"US","M"
"489",489,2023,"SE","FT","Security Operations Engineer",184320,"USD",184320,"US",0,"US","M"
"490",490,2023,"SE","FT","Security Operations Engineer",153600,"USD",153600,"US",0,"US","M"
"491",491,2023,"SE","FT","Security Engineer",241000,"USD",241000,"US",0,"US","M"
"492",492,2023,"SE","FT","Security Engineer",172000,"USD",172000,"US",0,"US","M"
"493",493,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"494",494,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"495",495,2023,"MI","FT","Information Systems Security Officer",140000,"USD",140000,"US",0,"US","M"
"496",496,2023,"MI","FT","Information Systems Security Officer",92000,"USD",92000,"US",0,"US","M"
"497",497,2023,"SE","FT","Security Engineer",130500,"USD",130500,"US",0,"US","M"
"498",498,2023,"SE","FT","Security Engineer",106500,"USD",106500,"US",0,"US","M"
"499",499,2023,"SE","FT","DevSecOps Engineer",160000,"USD",160000,"US",0,"US","M"
"500",500,2023,"SE","FT","DevSecOps Engineer",130000,"USD",130000,"US",0,"US","M"
"501",501,2023,"EN","FT","Security Analyst",135000,"USD",135000,"US",0,"US","M"
"502",502,2023,"EN","FT","Security Analyst",85000,"USD",85000,"US",0,"US","M"
"503",503,2023,"EN","FT","Security Analyst",135000,"USD",135000,"US",0,"US","M"
"504",504,2023,"EN","FT","Security Analyst",85000,"USD",85000,"US",0,"US","M"
"505",505,2023,"MI","FT","Security Lead",206000,"USD",206000,"US",0,"US","M"
"506",506,2023,"MI","FT","Security Lead",154000,"USD",154000,"US",0,"US","M"
"507",507,2023,"SE","FT","Security Engineer",235400,"USD",235400,"US",0,"US","M"
"508",508,2023,"SE","FT","Security Engineer",145500,"USD",145500,"US",0,"US","M"
"509",509,2023,"MI","FT","Compliance Analyst",80000,"USD",80000,"US",0,"US","M"
"510",510,2023,"MI","FT","Compliance Analyst",65000,"USD",65000,"US",0,"US","M"
"511",511,2023,"SE","FT","Security Engineer",232200,"USD",232200,"US",100,"US","M"
"512",512,2023,"SE","FT","Security Engineer",167200,"USD",167200,"US",100,"US","M"
"513",513,2023,"SE","FT","Security Engineer",283000,"USD",283000,"US",100,"US","M"
"514",514,2023,"SE","FT","Security Engineer",211000,"USD",211000,"US",100,"US","M"
"515",515,2023,"SE","FT","Security Engineer",225000,"USD",225000,"US",0,"US","M"
"516",516,2023,"SE","FT","Security Engineer",156400,"USD",156400,"US",0,"US","M"
"517",517,2023,"SE","FT","Compliance Analyst",156000,"USD",156000,"US",0,"US","M"
"518",518,2023,"SE","FT","Compliance Analyst",84000,"USD",84000,"US",0,"US","M"
"519",519,2023,"SE","FT","Security Engineer",237700,"USD",237700,"US",100,"US","M"
"520",520,2023,"SE","FT","Security Engineer",134400,"USD",134400,"US",100,"US","M"
"521",521,2023,"SE","FT","Security Engineer",170200,"USD",170200,"US",0,"US","M"
"522",522,2023,"SE","FT","Security Engineer",68400,"USD",68400,"US",0,"US","M"
"523",523,2023,"SE","FT","Security Engineer",247600,"USD",247600,"US",0,"US","L"
"524",524,2023,"SE","FT","Security Engineer",136000,"USD",136000,"US",0,"US","L"
"525",525,2023,"SE","FT","Security Engineer",272400,"USD",272400,"US",0,"US","L"
"526",526,2023,"SE","FT","Security Engineer",140100,"USD",140100,"US",0,"US","L"
"527",527,2023,"SE","FT","Security Operations Engineer",212800,"USD",212800,"US",0,"US","L"
"528",528,2023,"SE","FT","Security Operations Engineer",135500,"USD",135500,"US",0,"US","L"
"529",529,2023,"SE","FT","Security Engineer",212800,"USD",212800,"US",0,"US","L"
"530",530,2023,"SE","FT","Security Engineer",135500,"USD",135500,"US",0,"US","L"
"531",531,2023,"SE","FT","Security Engineer",276900,"USD",276900,"US",100,"US","M"
"532",532,2023,"SE","FT","Security Engineer",104400,"USD",104400,"US",100,"US","M"
"533",533,2023,"SE","FT","Security Lead",272500,"USD",272500,"US",0,"US","L"
"534",534,2023,"SE","FT","Security Lead",146500,"USD",146500,"US",0,"US","L"
"535",535,2023,"MI","FT","Information Security Officer",169675,"USD",169675,"US",0,"US","M"
"536",536,2023,"MI","FT","Information Security Officer",108592,"USD",108592,"US",0,"US","M"
"537",537,2023,"SE","FT","Security Engineer",148000,"USD",148000,"US",0,"US","M"
"538",538,2023,"SE","FT","Security Engineer",99000,"USD",99000,"US",0,"US","M"
"539",539,2023,"SE","FT","Security Analyst",132170,"USD",132170,"US",0,"US","M"
"540",540,2023,"SE","FT","Security Analyst",105740,"USD",105740,"US",0,"US","M"
